--- Log Session Started: 2026-01-24 02:43:41 ---
[Watcher] Using Portable Tesseract: D:\ML\lol-overlay\backend\Tesseract-OCR\tesseract.exe
[Server] ✅ 빌드 데이터 로드 완료 (172 champions)
--- Starting Background Threads ---
[Server] AugmentWatcher Thread Starting (Attempt 1)...
[Server] GameFlow Monitor Started...
[Server] 🛡️ 상점 감시 스레드 시작 (좀비 모드)
[Watcher] Button template loaded: D:\ML\lol-overlay\backend\assets\augment_confirm_button.png
[Watcher] Loaded 153 valid augment names.
[Watcher] OCR Monitoring started (Button Detection Mode)...[Server] AugmentWatcher Started Successfully.

WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
[GameFlow] None -> Lobby
[GameFlow] Lobby -> ChampSelect
[Server] 🔄 상태 초기화
[GameFlow] ChampSelect -> InProgress
[Server] 🎮 게임 중 챔피언 재확인 완료: Belveth
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:43] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:44] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:45] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:45] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:45] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:45] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:45] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:46] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:47] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:47] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:47] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:47] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:47] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:48] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:49] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:49] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:49] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:49] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:49] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:50] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:51] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:51] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:51] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:51] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:51] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:52] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:53] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:54] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:54] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:54] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:54] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:54] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:55] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:56] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:56] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:56] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:56] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:57] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:58] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:58] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:58] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:58] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:58] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:51:59] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:00] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:01] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:02] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:02] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:02] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:02] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:02] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:03] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:04] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:05] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:05] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:05] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:05] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:05] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:06] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:07] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:07] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:07] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:07] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:07] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:08] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:09] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:09] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:09] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:09] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:09] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:10] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:11] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:11] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:11] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:11] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:11] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:12] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:13] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:13] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:13] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:13] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:13] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:14] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:15] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:15] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:15] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:15] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:15] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:16] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:17] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:17] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:17] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:17] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:17] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:18] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:18] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:18] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:18] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:19] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:20] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:20] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:20] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:20] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:20] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:21] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:22] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:22] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:22] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:22] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:22] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:23] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:24] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:24] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:24] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:24] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:24] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:25] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:26] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:27] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:27] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:27] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:27] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:27] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /champion/build HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /champ-select HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:28] "GET /augments/current HTTP/1.1" 200 -
127.0.0.1 - - [24/Jan/2026 02:52:29] "GET /champion/build HTTP/1.1" 200 -
